company_id (GXID),esg_factor_id,date_key,score
100001,5,10/2/2015,47
100001,5,10/9/2015,47.5
100001,5,10/16/2015,48
100001,5,10/23/2015,48.5
100001,5,10/30/2015,49
100001,5,11/6/2015,49.5
100001,5,11/13/2015,50
100001,5,11/20/2015,50.5
100001,5,11/27/2015,51
100001,5,1/2/2016,95
100001,6,1/3/2014,1.6
100001,6,1/10/2014,2.1
100001,6,1/17/2014,2.6
100001,6,1/24/2014,3.1
100001,6,1/31/2014,3.6
100001,6,2/7/2014,4.1
100001,6,2/14/2014,4.6
100001,6,2/21/2014,5.1
100001,6,2/28/2014,5.6
100001,6,3/7/2014,6.1
100001,6,3/14/2014,6.6
100001,6,3/21/2014,7.1
100001,6,3/28/2014,7.6
100001,6,4/4/2014,8.1
100001,6,4/11/2014,8.6
100001,6,4/18/2014,9.1
100001,6,4/25/2014,9.6
100001,6,5/2/2014,10.1
100001,6,5/9/2014,10.6
100001,6,5/16/2014,11.1
100001,6,5/23/2014,11.6
100001,6,5/30/2014,12.1
100001,6,6/6/2014,12.6
100001,6,6/13/2014,13.1
100001,6,6/20/2014,13.6
100001,6,6/27/2014,14.1
100001,6,7/4/2014,14.6
100001,6,7/11/2014,15.1
100001,6,7/18/2014,15.6
100001,6,7/25/2014,16.1
100001,6,8/1/2014,16.6
100001,6,8/8/2014,17.1
100001,6,8/15/2014,17.6
100001,6,8/22/2014,18.1
100001,6,8/29/2014,18.6
100001,6,9/5/2014,19.1
100001,6,9/12/2014,19.6
100001,6,9/19/2014,20.1
100001,6,9/26/2014,20.6
100001,6,10/3/2014,21.1
100001,6,10/10/2014,21.6
100001,6,10/17/2014,22.1
100001,6,10/24/2014,22.6
100001,6,10/31/2014,23.1
100001,6,11/7/2014,23.6
100001,6,11/14/2014,24.1
100001,6,11/21/2014,24.6
100001,6,11/28/2014,25.1
100001,6,12/5/2014,25.6
100001,6,12/12/2014,26.1
100001,6,12/19/2014,26.6
100001,6,12/26/2014,27.1
100001,6,1/2/2015,27.6
100001,6,1/9/2015,28.1
100001,6,1/16/2015,28.6
100001,6,1/23/2015,29.1
100001,6,1/30/2015,29.6
100001,6,2/6/2015,30.1
100001,6,2/13/2015,30.6
100001,6,2/20/2015,31.1
100001,6,2/27/2015,31.6
100001,6,3/6/2015,32.1
100001,6,3/13/2015,32.6
100001,6,3/20/2015,33.1
100001,6,3/27/2015,33.6
100001,6,4/3/2015,34.1
100001,6,4/10/2015,34.6
100001,6,4/17/2015,35.1
100001,6,4/24/2015,35.6
100001,6,5/1/2015,36.1
100001,6,5/8/2015,36.6
100001,6,5/15/2015,37.1
100001,6,5/22/2015,37.6
100001,6,5/29/2015,38.1
100001,6,6/5/2015,38.6
100001,6,6/12/2015,39.1
100001,6,6/19/2015,39.6
100001,6,6/26/2015,40.1
100001,6,7/3/2015,40.6
100001,6,7/10/2015,41.1
100001,6,7/17/2015,41.6
100001,6,7/24/2015,42.1
100001,6,7/31/2015,42.6
100001,6,8/7/2015,43.1
100001,6,8/14/2015,43.6
100001,6,8/21/2015,44.1
100001,6,8/28/2015,44.6
100001,6,9/4/2015,45.1
100001,6,9/11/2015,45.6
100001,6,9/18/2015,46.1
100001,6,9/25/2015,46.6
100001,6,10/2/2015,47.1
100001,6,10/9/2015,47.6
100001,6,10/16/2015,48.1
100001,6,10/23/2015,48.6
100001,6,10/30/2015,49.1
100001,6,11/6/2015,49.6
100001,6,11/13/2015,50.1
100001,6,11/20/2015,50.6
100001,6,11/27/2015,51.1
100001,6,1/2/2016,44
100001,7,1/3/2014,1.7
100001,7,1/10/2014,2.2
100001,7,1/17/2014,2.7
100001,7,1/24/2014,3.2
100001,7,1/31/2014,3.7
100001,7,2/7/2014,4.2
100001,7,2/14/2014,4.7
100001,7,2/21/2014,5.2
100001,7,2/28/2014,5.7
100001,7,3/7/2014,6.2
100001,7,3/14/2014,6.7
100001,7,3/21/2014,7.2
100001,7,3/28/2014,7.7
100001,7,4/4/2014,8.2
100001,7,4/11/2014,8.7
100001,7,4/18/2014,9.2
100001,7,4/25/2014,9.7
100001,7,5/2/2014,10.2
100001,7,5/9/2014,10.7
100001,7,5/16/2014,11.2
100001,7,5/23/2014,11.7
100001,7,5/30/2014,12.2
100001,7,6/6/2014,12.7
100001,7,6/13/2014,13.2
100001,7,6/20/2014,13.7
100001,7,6/27/2014,14.2
100001,7,7/4/2014,14.7
100001,7,7/11/2014,15.2
100001,7,7/18/2014,15.7
100001,7,7/25/2014,16.2
100001,7,8/1/2014,16.7
100001,7,8/8/2014,17.2
100001,7,8/15/2014,17.7
100001,7,8/22/2014,18.2
100001,7,8/29/2014,18.7
100001,7,9/5/2014,19.2
100001,7,9/12/2014,19.7
100001,7,9/19/2014,20.2
100001,7,9/26/2014,20.7
100001,7,10/3/2014,21.2
100001,7,10/10/2014,21.7
100001,7,10/17/2014,22.2
100001,7,10/24/2014,22.7
100001,7,10/31/2014,23.2
100001,7,11/7/2014,23.7
100001,7,11/14/2014,24.2
100001,7,11/21/2014,24.7
100001,7,11/28/2014,25.2
100001,7,12/5/2014,25.7
100001,7,12/12/2014,26.2
100001,7,12/19/2014,26.7
100001,7,12/26/2014,27.2
100001,7,1/2/2015,27.7
100001,7,1/9/2015,28.2
100001,7,1/16/2015,28.7
100001,7,1/23/2015,29.2
100001,7,1/30/2015,29.7
100001,7,2/6/2015,30.2
100001,7,2/13/2015,30.7
100001,7,2/20/2015,31.2
100001,7,2/27/2015,31.7
100001,7,3/6/2015,32.2
100001,7,3/13/2015,32.7
100001,7,3/20/2015,33.2
100001,7,3/27/2015,33.7
100001,7,4/3/2015,34.2
100001,7,4/10/2015,34.7
100001,7,4/17/2015,35.2
100001,7,4/24/2015,35.7
100001,7,5/1/2015,36.2
100001,7,5/8/2015,36.7
100001,7,5/15/2015,37.2
100001,7,5/22/2015,37.7
100001,7,5/29/2015,38.2
100001,7,6/5/2015,38.7
100001,7,6/12/2015,39.2
100001,7,6/19/2015,39.7
100001,7,6/26/2015,40.2
100001,7,7/3/2015,40.7
100001,7,7/10/2015,41.2
100001,7,7/17/2015,41.7
100001,7,7/24/2015,42.2
100001,7,7/31/2015,42.7
100001,7,8/7/2015,43.2
100001,7,8/14/2015,43.7
100001,7,8/21/2015,44.2
100001,7,8/28/2015,44.7
100001,7,9/4/2015,45.2
100001,7,9/11/2015,45.7
100001,7,9/18/2015,46.2
100001,7,9/25/2015,46.7
100001,7,10/2/2015,47.2
100001,7,10/9/2015,47.7
100001,7,10/16/2015,48.2
100001,7,10/23/2015,48.7
100001,7,10/30/2015,49.2
100001,7,11/6/2015,49.7
100001,7,11/13/2015,50.2
100001,7,11/20/2015,50.7
100001,7,11/27/2015,51.2
100001,7,1/2/2016,43
100001,8,1/3/2014,1.8
100001,8,1/10/2014,2.3
100001,8,1/17/2014,2.8
100001,8,1/24/2014,3.3
100001,8,1/31/2014,3.8
100001,8,2/7/2014,4.3
100001,8,2/14/2014,4.8
100001,8,2/21/2014,5.3
100001,8,2/28/2014,5.8
100001,8,3/7/2014,6.3
100001,8,3/14/2014,6.8
100001,8,3/21/2014,7.3
100001,8,3/28/2014,7.8
100001,8,4/4/2014,8.3
100001,8,4/11/2014,8.8
100001,8,4/18/2014,9.3
100001,8,4/25/2014,9.8
100001,8,5/2/2014,10.3
100001,8,5/9/2014,10.8
100001,8,5/16/2014,11.3
100001,8,5/23/2014,11.8
100001,8,5/30/2014,12.3
100001,8,6/6/2014,12.8
100001,8,6/13/2014,13.3
100001,8,6/20/2014,13.8
100001,8,6/27/2014,14.3
100001,8,7/4/2014,14.8
100001,8,7/11/2014,15.3
100001,8,7/18/2014,15.8
100001,8,7/25/2014,16.3
100001,8,8/1/2014,16.8
100001,8,8/8/2014,17.3
100001,8,8/15/2014,17.8
100001,8,8/22/2014,18.3
100001,8,8/29/2014,18.8
100001,8,9/5/2014,19.3
100001,8,9/12/2014,19.8
100001,8,9/19/2014,20.3
100001,8,9/26/2014,20.8
100001,8,10/3/2014,21.3
100001,8,10/10/2014,21.8
100001,8,10/17/2014,22.3
100001,8,10/24/2014,22.8
100001,8,10/31/2014,23.3
100001,8,11/7/2014,23.8
100001,8,11/14/2014,24.3
100001,8,11/21/2014,24.8
100001,8,11/28/2014,25.3
100001,8,12/5/2014,25.8
100001,8,12/12/2014,26.3
100001,8,12/19/2014,26.8
100001,8,12/26/2014,27.3
100001,8,1/2/2015,27.8
100001,8,1/9/2015,28.3
100001,8,1/16/2015,28.8
100001,8,1/23/2015,29.3
100001,8,1/30/2015,29.8
100001,8,2/6/2015,30.3
100001,8,2/13/2015,30.8
100001,8,2/20/2015,31.3
100001,8,2/27/2015,31.8
100001,8,3/6/2015,32.3
100001,8,3/13/2015,32.8
100001,8,3/20/2015,33.3
100001,8,3/27/2015,33.8
100001,8,4/3/2015,34.3
100001,8,4/10/2015,34.8
100001,8,4/17/2015,35.3
100001,8,4/24/2015,35.8
100001,8,5/1/2015,36.3
100001,8,5/8/2015,36.8
100001,8,5/15/2015,37.3
100001,8,5/22/2015,37.8
100001,8,5/29/2015,38.3
100001,8,6/5/2015,38.8
100001,8,6/12/2015,39.3
100001,8,6/19/2015,39.8
100001,8,6/26/2015,40.3
100001,8,7/3/2015,40.8
100001,8,7/10/2015,41.3
100001,8,7/17/2015,41.8
100001,8,7/24/2015,42.3
100001,8,7/31/2015,42.8
100001,8,8/7/2015,43.3
100001,8,8/14/2015,43.8
100001,8,8/21/2015,44.3
100001,8,8/28/2015,44.8
100001,8,9/4/2015,45.3
100001,8,9/11/2015,45.8
100001,8,9/18/2015,46.3
100001,8,9/25/2015,46.8
100001,8,10/2/2015,47.3
100001,8,10/9/2015,47.8
100001,8,10/16/2015,48.3
100001,8,10/23/2015,48.8
100001,8,10/30/2015,49.3
100001,8,11/6/2015,49.8
100001,8,11/13/2015,50.3
100001,8,11/20/2015,50.8
100001,8,11/27/2015,51.3
100001,8,1/2/2016,42
100001,9,1/3/2014,1.9
100001,9,1/10/2014,2.4
100001,9,1/17/2014,2.9
100001,9,1/24/2014,3.4
100001,9,1/31/2014,3.9
100001,9,2/7/2014,4.4
100001,9,2/14/2014,4.9
100001,9,2/21/2014,5.4
100001,9,2/28/2014,5.9
100001,9,3/7/2014,6.4
100001,9,3/14/2014,6.9
100001,9,3/21/2014,7.4
100001,9,3/28/2014,7.9
100001,9,4/4/2014,8.4
100001,9,4/11/2014,8.9
100001,9,4/18/2014,9.4
100001,9,4/25/2014,9.9
100001,9,5/2/2014,10.4
100001,9,5/9/2014,10.9
100001,9,5/16/2014,11.4
100001,9,5/23/2014,11.9
100001,9,5/30/2014,12.4
100001,9,6/6/2014,12.9
100001,9,6/13/2014,13.4
100001,9,6/20/2014,13.9
100001,9,6/27/2014,14.4
100001,9,7/4/2014,14.9
100001,9,7/11/2014,15.4
100001,9,7/18/2014,15.9
100001,9,7/25/2014,16.4
100001,9,8/1/2014,16.9
100001,9,8/8/2014,17.4
100001,9,8/15/2014,17.9
100001,9,8/22/2014,18.4
100001,9,8/29/2014,18.9
100001,9,9/5/2014,19.4
100001,9,9/12/2014,19.9
100001,9,9/19/2014,20.4
100001,9,9/26/2014,20.9
100001,9,10/3/2014,21.4
100001,9,10/10/2014,21.9
100001,9,10/17/2014,22.4
100001,9,10/24/2014,22.9
100001,9,10/31/2014,23.4
100001,9,11/7/2014,23.9
100001,9,11/14/2014,24.4
100001,9,11/21/2014,24.9
100001,9,11/28/2014,25.4
100001,9,12/5/2014,25.9
100001,9,12/12/2014,26.4
100001,9,12/19/2014,26.9
100001,9,12/26/2014,27.4
100001,9,1/2/2015,27.9
100001,9,1/9/2015,28.4
100001,9,1/16/2015,28.9
100001,9,1/23/2015,29.4
100001,9,1/30/2015,29.9
100001,9,2/6/2015,30.4
100001,9,2/13/2015,30.9
100001,9,2/20/2015,31.4
100001,9,2/27/2015,31.9
100001,9,3/6/2015,32.4
100001,9,3/13/2015,32.9
100001,9,3/20/2015,33.4
100001,9,3/27/2015,33.9
100001,9,4/3/2015,34.4
100001,9,4/10/2015,34.9
100001,9,4/17/2015,35.4
100001,9,4/24/2015,35.9
100001,9,5/1/2015,36.4
100001,9,5/8/2015,36.9
100001,9,5/15/2015,37.4
100001,9,5/22/2015,37.9
100001,9,5/29/2015,38.4
100001,9,6/5/2015,38.9
100001,9,6/12/2015,39.4
100001,9,6/19/2015,39.9
